sqe-cli 0.36.0 connected to http://localhost:50051 (flight)
+------+-------------------------------------------------------------+-------------+-----------------------+--------------+----------------+-------------+---------------+--------------+
| step | operation                                                   | output_rows | elapsed_ms            | output_bytes | output_batches | spill_count | spilled_bytes | spilled_rows |
| 65   | ProjectionExec                                              | 1142394     | 0.20601               | 38552212     | 144            |             |               |              |
| 66   | AggregateExec                                               | 840         | 75.701618             | 86176        | 8              | 0           | 0             | 0            |
| 67   | RepartitionExec                                             | 840         | 0.681509              | 1063072      | 8              | 0           | 0             | 0            |
| 68   | AggregateExec                                               | 105         | 0.465483              | 68104        | 8              | 0           | 0             | 0            |
| 69   | ProjectionExec                                              | 105         | 0.011543              | 66952        | 8              |             |               |              |
| 70   | RepartitionExec                                             | 105         | 0.069842              | 526128       | 8              | 0           | 0             | 0            |
| 71   | HashJoinExec                                                | 105         | 3.613216              | 1836848      | 8              |             |               |              |
| 72   | HashJoinExec                                                | 105         | 0.603799              | 2362976      | 8              |             |               |              |
| 73   | ProjectionExec                                              | 105         | 0.039918              | 2362976      | 8              |             |               |              |
| 74   | IcebergScanExec                                             | 73049       | 6.19254               | 0            | 0              |             |               |              |
| 75   | RepartitionExec                                             | 73049       | 0.01301               | 884736       | 9              | 0           | 0             | 0            |
| 76   | FilterExec                                                  | 90          | 0.272546              | 98304        | 1              |             |               |              |
| 77   | CoalescePartitionsExec                                      | 90          | 0.011904              | 98304        | 1              |             |               |              |
| 78   | IcebergScanExec                                             | 293719      | 5.516672              | 0            | 0              |             |               |              |
| 79   | RepartitionExec                                             | 293719      | 2.203761              | 5283840      | 40             | 0           | 0             | 0            |
| 80   | HashJoinExec                                                | 293719      | 4.882438              | 6594560      | 40             |             |               |              |
| 81   | ProjectionExec                                              | 293719      | 0.07027               | 6594560      | 40             |             |               |              |
| 82   | CoalescePartitionsExec                                      | 293719      | 0.008732              | 6594560      | 40             |             |               |              |
| 83   | IcebergScanExec                                             | 21231       | 172.569993            | 0            | 0              |             |               |              |
| 84   | RepartitionExec                                             | 21231       | 10.765715             | 627722       | 8              | 0           | 0             | 0            |
| 85   | HashJoinExec                                                | 281765      | 16.579387             | 10094683     | 40             |             |               |              |
| 86   | AggregateExec                                               | 840         | 18.886009             | 85368        | 8              | 0           | 0             | 0            |
| 87   | RepartitionExec                                             | 840         | 0.799916              | 1063072      | 8              | 0           | 0             | 0            |
| 88   | AggregateExec                                               | 105         | 0.816754              | 68104        | 8              | 0           | 0             | 0            |
| 89   | ProjectionExec                                              | 105         | 0.011317              | 66952        | 8              |             |               |              |
| 90   | RepartitionExec                                             | 105         | 0.180429              | 526128       | 8              | 0           | 0             | 0            |
| 91   | HashJoinExec                                                | 48          | 8.846825              | 2885324      | 8              |             |               |              |
| 92   | IcebergScanExec                                             | 73049       | 2.805576              | 0            | 0              |             |               |              |
| 93   | RepartitionExec                                             | 73049       | 0.015518              | 884736       | 9              | 0           | 0             | 0            |
| 94   | FilterExec                                                  | 90          | 0.292235              | 98304        | 1              |             |               |              |
| 95   | CoalescePartitionsExec                                      | 90          | 0.034161              | 98304        | 1              |             |               |              |
| 96   | IcebergScanExec                                             | 296485      | 5.974356              | 0            | 0              |             |               |              |
| 97   | RepartitionExec                                             | 296485      | 4.19513               | 5283840      | 40             | 0           | 0             | 0            |
| 98   | HashJoinExec                                                | 296485      | 6.971073              | 6397396      | 40             |             |               |              |
| 99   | ProjectionExec                                              | 296485      | 0.107708              | 6397396      | 40             |             |               |              |
| 100  | CoalescePartitionsExec                                      | 296485      | 0.009085              | 6397396      | 40             |             |               |              |
| 101  | IcebergScanExec                                             | 21321       | 166.453897            | 0            | 0              |             |               |              |
| 102  | RepartitionExec                                             | 21321       | 10.857047             | 629446       | 8              | 0           | 0             | 0            |
| 103  | HashJoinExec                                                | 284525      | 22.861178             | 10145637     | 40             |             |               |              |
| 104  | AggregateExec                                               | 840         | 21.524777             | 84544        | 8              | 0           | 0             | 0            |
| 105  | RepartitionExec                                             | 840         | 0.688418              | 1063072      | 8              | 0           | 0             | 0            |
| 106  | AggregateExec                                               | 105         | 0.798348              | 68104        | 8              | 0           | 0             | 0            |
| 107  | ProjectionExec                                              | 105         | 0.012179              | 66952        | 8              |             |               |              |
| 108  | RepartitionExec                                             | 105         | 0.094765              | 526128       | 8              | 0           | 0             | 0            |
| 109  | HashJoinExec                                                | 14          | 15.082948             | 2130177      | 5              |             |               |              |
| 110  | ProjectionExec                                              | 14          | 0.037138              | 164545       | 5              |             |               |              |
| 111  | SortExec                                                    | 14          | 0.012839              | 0            | 0              | 0           | 0             | 0            |
| 112  | SortPreservingMergeExec                                     | 14          | 0.015734              | 745          | 1              |             |               |              |
+------+-------------------------------------------------------------+-------------+-----------------------+--------------+----------------+-------------+---------------+--------------+
(113 rows)
