sqe-cli 0.36.0 connected to http://localhost:50051 (flight)
(121 rows)
+------+-------------------------------------------------------------+-------------+--------------------+--------------+----------------+-------------+---------------+--------------+
| step | operation                                                   | output_rows | elapsed_ms         | output_bytes | output_batches | spill_count | spilled_bytes | spilled_rows |
| 88   | AggregateExec                                               | 1           | 0.009494           | 8            | 1              |             |               |              |
| 89   | NestedLoopJoinExec                                          | 1           | 2.208106           | 720896       | 1              |             |               |              |
| 90   | IcebergScanExec                                             | 5816484     | 5.907731           | 0            | 0              |             |               |              |
| 91   | RepartitionExec                                             | 5816484     | 122.596852         | 69992448     | 712            | 0           | 0             | 0            |
| 92   | FilterExec                                                  | 5816484     | 42.059149          | 46661632     | 712            |             |               |              |
| 93   | AggregateExec                                               | 8           | 7.777165           | 128          | 8              |             |               |              |
| 94   | CoalescePartitionsExec                                      | 8           | 0.004775           | 128          | 8              |             |               |              |
| 95   | AggregateExec                                               | 1           | 0.008025           | 8            | 1              |             |               |              |
| 96   | NestedLoopJoinExec                                          | 1           | 3.399941           | 786432       | 1              |             |               |              |
| 97   | IcebergScanExec                                             | 5524865     | 2.662893           | 0            | 0              |             |               |              |
| 98   | RepartitionExec                                             | 5524865     | 92.469874          | 22282240     | 680            | 0           | 0             | 0            |
| 99   | FilterExec                                                  | 5524865     | 57.163181          | 0            | 680            |             |               |              |
| 100  | AggregateExec                                               | 8           | 10.910291          | 64           | 8              |             |               |              |
| 101  | CoalescePartitionsExec                                      | 8           | 0.00493            | 64           | 8              |             |               |              |
| 102  | AggregateExec                                               | 1           | 0.006209           | 8            | 1              |             |               |              |
| 103  | ProjectionExec                                              | 1           | 0.001572           | 8            | 1              |             |               |              |
| 104  | NestedLoopJoinExec                                          | 1           | 3.558851           | 851968       | 1              |             |               |              |
| 105  | IcebergScanExec                                             | 5524865     | 2.656252           | 0            | 0              |             |               |              |
| 106  | RepartitionExec                                             | 5524865     | 126.995124         | 66846720     | 680            | 0           | 0             | 0            |
| 107  | FilterExec                                                  | 5524865     | 42.144124          | 44564480     | 680            |             |               |              |
| 108  | AggregateExec                                               | 8           | 7.135747           | 128          | 8              |             |               |              |
| 109  | CoalescePartitionsExec                                      | 8           | 0.018374           | 128          | 8              |             |               |              |
| 110  | AggregateExec                                               | 1           | 0.00875            | 8            | 1              |             |               |              |
| 111  | NestedLoopJoinExec                                          | 1           | 3.800125           | 917504       | 1              |             |               |              |
| 112  | IcebergScanExec                                             | 5524865     | 3.546059           | 0            | 0              |             |               |              |
| 113  | RepartitionExec                                             | 5524865     | 230.15219          | 66846720     | 680            | 0           | 0             | 0            |
| 114  | FilterExec                                                  | 5524865     | 38.425             | 44564480     | 680            |             |               |              |
| 115  | AggregateExec                                               | 8           | 8.01882            | 128          | 8              |             |               |              |
| 116  | CoalescePartitionsExec                                      | 8           | 0.004457           | 128          | 8              |             |               |              |
| 117  | AggregateExec                                               | 1           | 0.010826           | 8            | 1              |             |               |              |
| 118  | NestedLoopJoinExec                                          | 1           | 4.020881           | 983040       | 1              |             |               |              |
| 119  | RepartitionExec                                             | 1           | 0.087923           | 983040       | 1              | 0           | 0             | 0            |
| 120  | ProjectionExec                                              | 1           | 0.020935           | 327680       | 1              |             |               |              |
+------+-------------------------------------------------------------+-------------+--------------------+--------------+----------------+-------------+---------------+--------------+
